0.777868	1.300317	
2.136236	2.554195	
2.798005	3.111474	
3.471383	4.005442	
4.841361	5.270930	
5.503129	5.665669	
6.048798	6.733787	
8.173424	8.835193	
9.044172	9.427302	
9.856871	10.077460	
10.274830	10.646349	
10.959819	11.238458	
11.400998	11.679637	
11.784127	12.190476	
12.480726	13.514014	
14.222222	14.535692	
14.756281	15.116190	
15.383220	15.673469	
15.894059	16.567438	
16.718367	16.962177	
17.275646	17.565896	
17.902585	18.912653	
19.342222	19.736961	
20.073651	20.607710	
20.805079	21.037279	
21.223039	21.699048	
21.884807	22.151837	
22.337596	22.569796	
22.790385	23.080635	
23.312834	23.962993	
24.195193	24.439002	
24.636372	24.926621	
25.216871	25.495510	
25.762540	26.122449	
26.354649	26.668118	
26.946757	27.434376	
27.678186	27.887166	
28.096145	28.688254	
